CountryData1,CountryData2,Result,Similarity,Similarities
French Polynesia,France,False,73,"{'Albania': 57, 'Algeria': 57, 'Argentina': 46, 'Armenia': 55, 'Australia': 50, 'Austria': 60, 'Azerbaijan': 43, 'Benin': 44, 'Bolivia': 44, 'Brunei': 55, 'China': 57, 'Colombia': 50, 'Costa Rica': 46, 'Croatia': 44, 'Czech Republic': 43, 'Dominica': 50, 'Eritrea': 44, 'Estonia': 60, 'Finland': 44, 'France': 73, 'Gambia': 50, 'Georgia': 55, 'Greece': 55, 'Grenada': 55, 'Guinea': 55, 'Guinea-Bissau': 44, 'Guyana': 50, 'India': 60, 'Indonesia': 71, 'Iran': 50, 'Ireland': 55, 'Israel': 44, 'Jamaica': 44, 'Kenya': 44, 'North Korea': 45, 'South Korea': 45, 'Latvia': 50, 'Lebanon': 43, 'Lesotho': 43, 'Liberia': 55, 'Libya': 57, 'Liechtenstein': 46, 'Lithuania': 43, 'Malaysia': 67, 'Sovereign Military Order of Maltaa': 44, 'Federated States of Micronesia': 61, 'Monaco': 50, 'Mongolia': 50, 'Namibia': 44, 'Nepal': 44, 'Nigeria': 55, 'North Macedonia': 47, 'Northern Cyprusa': 47, 'Palestine': 56, 'Philippines': 50, 'Poland': 67, 'Romania': 50, 'Russia': 67, 'Saint Vincent and the Grenadines': 48, 'Senegal': 50, 'Serbia': 60, 'Seychelles': 50, 'Sierra Leone': 42, 'Slovenia': 53, 'Solomon Islands': 43, 'Somalia': 44, 'Somalilanda': 42, 'Syria': 57, 'Taiwan': 50, 'Tanzania': 46, 'Transnistriaa': 44, 'Tunisia': 67, 'Turkey': 44, 'Uzbekistan': 43, 'Venezuela': 43, 'Vietnam': 44, 'Yemen': 44, 'Zambia': 50}"
Gabon,Gabon,True,100,{None}
Gambia The,Gambia,True,100,{None}
Gaza Strip,Ghana,False,67,"{'Abkhaziaa': 46, 'Australia': 46, 'Austria': 55, 'Bahrain': 43, 'Brazil': 44, 'Brunei': 44, 'Croatia': 43, 'Equatorial Guinea': 44, 'Ethiopia': 50, 'Gabon': 57, 'Gambia': 60, 'Georgia': 44, 'Germany': 44, 'Ghana': 67, 'Grenada': 55, 'Guatemala': 46, 'Guinea': 50, 'Guyana': 60, 'Haiti': 44, 'Japan': 44, 'Kazakhstan': 47, 'Latvia': 50, 'Malta': 44, 'Palau': 44, 'Qatar': 60, 'Samoa': 44, 'San Marino': 47, 'São Tomé and Príncipe': 42, 'Serbia': 55, 'Singapore': 43, 'Sri Lanka': 43, 'Suriname': 46, 'Syria': 60, 'Tanzania': 50, 'Vanuatu': 43, 'Vatican City': 43}"
Georgia,Georgia,True,100,{None}
Germany,Germany,True,100,{None}
Ghana,Ghana,True,100,{None}
Gibraltar,Malta,False,80,"{'Abkhaziaa': 50, 'Afghanistan': 43, 'Albania': 43, 'Artsakha': 43, 'Australia': 57, 'Bahrain': 44, 'Belarus': 55, 'Bhutan': 44, 'Brazil': 50, 'Bulgaria': 50, 'Central African Republic': 44, 'Croatia': 62, 'Cuba': 50, 'Denmark': 44, 'Ecuador': 44, 'El Salvador': 50, 'Eritrea': 50, 'Finland': 43, 'Gabon': 50, 'Gambia': 55, 'Georgia': 50, 'Germany': 50, 'Grenada': 50, 'Guatemala': 50, 'Guinea': 55, 'Hungary': 44, 'Iran': 50, 'Iraq': 50, 'Ireland': 46, 'Israel': 50, 'Italy': 50, 'Kiribati': 53, 'Latvia': 55, 'Liberia': 67, 'Libya': 60, 'Madagascar': 43, 'Malawi': 55, 'Malaysia': 46, 'Mali': 50, 'Malta': 80, 'Sovereign Military Order of Maltaa': 57, 'Federated States of Micronesia': 44, 'Namibia': 50, 'Nauru': 57, 'New Zealand': 43, 'Nicaragua': 47, 'Niger': 44, 'Nigeria': 50, 'Pakistan': 46, 'Palau': 60, 'Palestine': 43, 'Paraguay': 43, 'Portugal': 43, 'Qatar': 80, 'Sahrawi Arab Democratic Republica': 43, 'Saudi Arabia': 47, 'Sierra Leone': 43, 'Somalia': 50, 'South Ossetiaa': 50, 'Switzerland': 44, 'Tajikistan': 43, 'Thailand': 46, 'Transnistriaa': 50, 'Turkmenistan': 43, 'United Arab Emirates': 53, 'Uzbekistan': 43, 'Vietnam': 43, 'Zimbabwe': 46}"
Greece,Greece,True,100,{None}
Greenland,Finland,False,83,"{'Albania': 55, 'Andorra': 44, 'Angola': 55, 'Argentina': 50, 'Armenia': 57, 'Australia': 43, 'Bahrain': 43, 'Bangladesh': 50, 'Belarus': 46, 'Benin': 60, 'Bhutan': 44, 'Bosnia and Herzegovina': 44, 'Brunei': 44, 'Burundi': 44, 'Canada': 67, 'Chad': 57, 'Christmas Island': 62, 'Cocos (Keeling) Islands': 57, 'Cook Islands': 57, 'Denmark': 46, 'Eritrea': 43, 'Finland': 83, 'France': 44, 'Gabon': 50, 'Georgia': 44, 'Germany': 50, 'Ghana': 50, 'Greece': 80, 'Grenada': 71, 'Guatemala': 50, 'Guinea': 44, 'Guyana': 44, 'Iceland': 77, 'India': 57, 'Iran': 57, 'Ireland': 77, 'Israel': 50, 'Japan': 50, 'Jordan': 44, 'Kenya': 60, 'North Korea': 50, 'South Korea': 50, 'Lebanon': 46, 'Malta': 44, 'Sovereign Military Order of Maltaa': 44, 'Marshall Islands': 57, 'Federated States of Micronesia': 44, 'Mongolia': 46, 'Netherlands': 67, 'New Zealand': 67, 'Norfolk Island': 62, 'Oman': 57, 'Palau': 44, 'Panama': 44, 'Poland': 80, 'Rwanda': 67, 'Saint Vincent and the Grenadines': 67, 'Senegal': 46, 'Slovenia': 43, 'Solomon Islands': 57, 'Somalilanda': 57, 'Spain': 50, 'Sudan': 50, 'Sweden': 55, 'Switzerland': 71, 'Taiwan': 44, 'Tanzania': 46, 'Thailand': 67, 'Tokelau': 46, 'Transnistriaa': 46, 'Trinidad and Tobago': 47, 'Turkey': 44, 'Turkmenistan': 50, 'Uganda': 67, 'Ukraine': 43, 'United Kingdom and Crown dependencies etc.': 44, 'Venezuela': 53, 'Vietnam': 46, 'Yemen': 60}"
Grenada,Grenada,True,100,{None}
Guam,Gambia,False,86,"{'Antigua and Barbuda': 57, 'Bahamas': 50, 'Belgium': 67, 'Bhutan': 50, 'Bulgaria': 50, 'Cambodia': 57, 'Cameroon': 57, 'Cuba': 57, 'Ecuador': 50, 'Equatorial Guinea': 50, 'Gabon': 67, 'Gambia': 86, 'Germany': 50, 'Ghana': 57, 'Guatemala': 86, 'Guinea': 67, 'Guinea-Bissau': 67, 'Guyana': 75, 'Honduras': 50, 'Hungary': 50, 'Jamaica': 57, 'Kuwait': 50, 'Lithuania': 50, 'Luxembourg': 50, 'Mozambique': 50, 'Myanmar (Burma)': 50, 'Namibia': 57, 'Nicaragua': 67, 'Northern Cyprusa': 57, 'Panama': 57, 'Papua New Guinea': 50, 'Paraguay': 57, 'Portugal': 50, 'Saint Lucia': 50, 'Samoa': 57, 'South Sudan': 50, 'Sudan': 50, 'Suriname': 57, 'Turkmenistan': 50, 'Tuvalu': 50, 'Uruguay': 57, 'Vanuatu': 50, 'Venezuela': 50, 'Vietnam': 67, 'Zambia': 57}"
Guatemala,Guatemala,True,100,{None}
Guernsey,Germany,False,67,"{'Belarus': 46, 'Brunei': 55, 'Burkina Faso': 43, 'Burundi': 50, 'Cameroon': 46, 'Cape Verde': 50, 'Equatorial Guinea': 57, 'France': 55, 'Georgia': 55, 'Germany': 67, 'Greece': 44, 'Grenada': 50, 'Guatemala': 46, 'Guinea': 67, 'Guinea-Bissau': 62, 'Guyana': 55, 'Honduras': 50, 'Hungary': 43, 'Iran': 50, 'Israel': 44, 'Kenya': 57, 'Liechtenstein': 53, 'Sovereign Military Order of Maltaa': 43, 'Montenegro': 43, 'Nauru': 44, 'Netherlands': 53, 'Niger': 44, 'Niue': 57, 'Northern Cyprusa': 50, 'Palestine': 43, 'Papua New Guinea': 57, 'Peru': 50, 'Senegal': 46, 'Sierra Leone': 50, 'Suriname': 53, 'Switzerland': 43, 'Transnistriaa': 46, 'Tunisia': 46, 'Turkey': 55, 'Turkmenistan': 50, 'Ukraine': 50, 'United Kingdom and Crown dependencies etc.': 50, 'Venezuela': 50}"
Guinea,Equatorial Guinea,True,100,{None}
Guinea-Bissau,Guinea,True,100,{None}
Guyana,Guyana,True,100,{None}
Haiti,Haiti,True,100,{None}
Holy See (Vatican City),Vatican City,True,100,{None}
Honduras,Honduras,True,100,{None}
Hong Kong,Tonga,False,75,"{'Angola': 50, 'Antigua and Barbuda': 44, 'Bosnia and Herzegovina': 44, 'Cocos (Keeling) Islands': 44, 'Democratic Republic of the Congo': 62, 'Republic of the Congo': 62, 'Gabon': 50, 'Honduras': 55, 'Hungary': 55, 'Indonesia': 43, 'Jordan': 44, 'Kenya': 44, 'North Korea': 47, 'South Korea': 47, 'Lebanon': 43, 'Federated States of Micronesia': 44, 'Monaco': 50, 'Mongolia': 55, 'Montenegro': 47, 'Poland': 44, 'São Tomé and Príncipe': 44, 'Senegal': 44, 'Solomon Islands': 44, 'Togo': 57, 'Tonga': 75, 'Trinidad and Tobago': 44, 'United Kingdom and Crown dependencies etc.': 44}"
Hungary,Hungary,True,100,{None}
Iceland,Iceland,True,100,{None}
India,India,True,100,{None}
Indonesia,Indonesia,True,100,{None}
Iran,Iran,True,100,{None}
Iraq,Iraq,True,100,{None}
Ireland,Ireland,True,100,{None}
Isle of Man,Iran,False,67,"{'Albania': 44, 'Bahrain': 44, 'Bhutan': 50, 'Botswana': 43, 'Canada': 50, 'Central African Republic': 45, 'Chile': 44, 'Christmas Island': 59, 'Cocos (Keeling) Islands': 56, 'Democratic Republic of the Congo': 45, 'Republic of the Congo': 45, 'Cook Islands': 56, 'Finland': 44, 'France': 50, 'Gabon': 57, 'Georgia': 43, 'Germany': 44, 'Ghana': 57, 'Guyana': 50, 'Iceland': 44, 'Iran': 67, 'Ireland': 44, 'Israel': 67, 'Italy': 50, 'Japan': 57, 'Jordan': 50, 'Lebanon': 44, 'Malawi': 44, 'Mali': 57, 'Malta': 50, 'Sovereign Military Order of Maltaa': 64, 'Marshall Islands': 56, 'Mauritania': 46, 'Federated States of Micronesia': 64, 'Monaco': 44, 'New Zealand': 42, 'Norfolk Island': 59, 'North Macedonia': 42, 'Oman': 67, 'Panama': 50, 'Poland': 50, 'Romania': 46, 'Rwanda': 50, 'San Marino': 57, 'São Tomé and Príncipe': 45, 'Solomon Islands': 56, 'South Sudan': 47, 'Spain': 57, 'Sri Lanka': 46, 'Sudan': 57, 'Taiwan': 50, 'Uganda': 50, 'Ukraine': 44, 'United Kingdom and Crown dependencies etc.': 45, 'Vanuatu': 44}"
Israel,Israel,True,100,{None}
Italy,Italy,True,100,{None}
Jamaica,Jamaica,True,100,{None}
Japan,Japan,True,100,{None}
Jersey,Cape Verde,False,60,"{'Bangladesh': 44, 'Belarus': 50, 'Bosnia and Herzegovina': 50, 'Cape Verde': 60, 'Comoros': 44, 'Cyprus': 44, 'Eritrea': 44, 'Germany': 50, 'Greece': 44, 'Grenada': 44, 'Honduras': 44, 'Hungary': 50, 'Ireland': 44, 'Israel': 44, 'Jordan': 44, 'Kenya': 57, 'North Korea': 44, 'South Korea': 44, 'Lesotho': 44, 'Liechtenstein': 50, 'Maldives': 50, 'Sovereign Military Order of Maltaa': 50, 'Federated States of Micronesia': 50, 'Niger': 50, 'Northern Cyprusa': 50, 'Palestine': 50, 'Peru': 57, 'Philippines': 50, 'Saint Vincent and the Grenadines': 50, 'Serbia': 44, 'Seychelles': 50, 'Singapore': 50, 'Turkey': 60, 'United Arab Emirates': 50, 'United Kingdom and Crown dependencies etc.': 50, 'United States': 50}"
Jordan,Jordan,True,100,{None}
Kazakhstan,Kazakhstan,True,100,{None}
Kenya,Kenya,True,100,{None}
Kiribati,Kiribati,True,100,{None}
Korea North,North Korea,False,62,"{'Andorra': 50, 'Argentina': 43, 'Armenia': 50, 'Artsakha': 55, 'Belarus': 43, 'Comoros': 43, 'Democratic Republic of the Congo': 42, 'Denmark': 43, 'East Timor': 47, 'Ecuador': 43, 'Eritrea': 50, 'Georgia': 50, 'Grenada': 50, 'Honduras': 46, 'Indonesia': 43, 'Iran': 50, 'Iraq': 50, 'Ireland': 50, 'Ivory Coast': 50, 'Jordan': 55, 'Kenya': 60, 'Kiribati': 46, 'North Korea': 62, 'South Korea': 62, 'Kosovoa': 50, 'Laos': 50, 'Lebanon': 43, 'Lesotho': 55, 'Morocco': 43, 'Norfolk Island': 43, 'North Macedonia': 62, 'Northern Cyprusa': 62, 'Norway': 55, 'Portugal': 50, 'Sahrawi Arab Democratic Republica': 45, 'Saint Vincent and the Grenadines': 45, 'Sierra Leone': 42, 'Singapore': 46, 'Slovenia': 46, 'Tokelau': 50, 'United Arab Emirates': 45}"
Korea South,North Korea,False,62,"{'Andorra': 50, 'Argentina': 43, 'Armenia': 50, 'Belarus': 43, 'Bhutan': 44, 'Comoros': 43, 'Democratic Republic of the Congo': 42, 'Djibouti': 50, 'Equatorial Guinea': 45, 'Eritrea': 50, 'Georgia': 50, 'Grenada': 50, 'Honduras': 46, 'Indonesia': 43, 'Iran': 50, 'Iraq': 50, 'Ireland': 50, 'Ivory Coast': 50, 'Jordan': 55, 'Kenya': 60, 'Kiribati': 46, 'North Korea': 62, 'South Korea': 62, 'Kosovoa': 50, 'Kuwait': 44, 'Laos': 50, 'Lebanon': 43, 'Lesotho': 55, 'Federated States of Micronesia': 45, 'Morocco': 43, 'North Macedonia': 50, 'Northern Cyprusa': 50, 'Norway': 55, 'Portugal': 46, 'Saint Vincent and the Grenadines': 45, 'Sierra Leone': 42, 'Singapore': 46, 'Slovenia': 46, 'South Africa': 62, 'South Ossetiaa': 62, 'South Sudan': 62, 'Tokelau': 50, 'Vanuatu': 43}"
Kosovo,Kosovoa,True,100,{None}
Kuwait,Kuwait,True,100,{None}
Kyrgyzstan,Kyrgyzstan,True,100,{None}
Laos,Laos,True,100,{None}
Latvia,Latvia,True,100,{None}
Lebanon,Lebanon,True,100,{None}
Lesotho,Lesotho,True,100,{None}
Liberia,Liberia,True,100,{None}
Libya,Libya,True,100,{None}
Liechtenstein,Liechtenstein,True,100,{None}
Lithuania,Lithuania,True,100,{None}
Luxembourg,Luxembourg,True,100,{None}
Macau,Mauritania,False,75,"{'Abkhaziaa': 57, 'Albania': 44, 'Artsakha': 44, 'Australia': 44, 'Bahamas': 44, 'Belarus': 44, 'Botswana': 50, 'Bulgaria': 44, 'Canada': 50, 'Costa Rica': 57, 'Croatia': 44, 'Dominica': 57, 'Ecuador': 50, 'France': 44, 'Ghana': 50, 'Grenada': 50, 'Guatemala': 50, 'Guinea-Bissau': 57, 'Guyana': 50, 'Jamaica': 67, 'Japan': 44, 'Kazakhstan': 44, 'Lithuania': 44, 'Madagascar': 67, 'Malawi': 67, 'Malaysia': 67, 'Maldives': 57, 'Mali': 67, 'Malta': 67, 'Sovereign Military Order of Maltaa': 60, 'Marshall Islands': 57, 'Mauritania': 75, 'Mauritius': 75, 'Monaco': 60, 'Mozambique': 44, 'Myanmar (Burma)': 50, 'Nauru': 57, 'Nicaragua': 60, 'North Macedonia': 60, 'Palau': 67, 'Panama': 50, 'Papua New Guinea': 44, 'Paraguay': 60, 'Qatar': 44, 'Romania': 44, 'Rwanda': 44, 'Sahrawi Arab Democratic Republica': 57, 'Saint Lucia': 50, 'Samoa': 44, 'Saudi Arabia': 50, 'Slovakia': 44, 'Somalia': 44, 'Somalilanda': 44, 'South Africa': 57, 'South Ossetiaa': 57, 'Sri Lanka': 44, 'Tanzania': 44, 'Tokelau': 57, 'Transnistriaa': 57, 'Tuvalu': 50, 'Uganda': 44, 'Vanuatu': 50, 'Vatican City': 60}"
Madagascar,Madagascar,True,100,{None}
Malawi,Malawi,True,100,{None}
Malaysia,Malaysia,True,100,{None}
Maldives,Maldives,True,100,{None}
Mali,Mali,True,100,{None}
Malta,Malta,True,100,{None}
Marshall Islands,Marshall Islands,True,100,{None}
Mauritania,Mauritania,True,100,{None}
Mauritius,Mauritius,True,100,{None}
Mexico,Mexico,True,100,{None}
Micronesia Federated States of,Federated States of Micronesia,False,78,"{'Albania': 43, 'Algeria': 43, 'Andorra': 43, 'Antigua and Barbuda': 42, 'Argentina': 44, 'Armenia': 57, 'Austria': 43, 'Bolivia': 43, 'Bosnia and Herzegovina': 46, 'Brunei': 67, 'Burkina Faso': 42, 'Burundi': 43, 'Cameroon': 43, 'Cape Verde': 50, 'Chad': 50, 'Comoros': 43, 'Croatia': 57, 'Dominica': 50, 'East Timor': 47, 'Ecuador': 43, 'Eritrea': 43, 'Estonia': 57, 'Finland': 43, 'France': 50, 'Georgia': 43, 'Germany': 43, 'Grenada': 43, 'Guatemala': 44, 'Guinea': 50, 'Guinea-Bissau': 43, 'Iceland': 43, 'India': 60, 'Indonesia': 67, 'Iran': 50, 'Iraq': 50, 'Ireland': 43, 'Israel': 50, 'Kosovoa': 43, 'Laos': 50, 'Lesotho': 50, 'Liberia': 43, 'Liechtenstein': 45, 'Lithuania': 44, 'Madagascar': 43, 'Malawi': 50, 'Maldives': 50, 'Mali': 67, 'Sovereign Military Order of Maltaa': 41, 'Mauritania': 50, 'Mexico': 73, 'Federated States of Micronesia': 78, 'Monaco': 55, 'Mongolia': 50, 'Montenegro': 47, 'Morocco': 50, 'Netherlands': 45, 'Nicaragua': 46, 'Niger': 44, 'Nigeria': 43, 'North Macedonia': 48, 'Palestine': 44, 'Peru': 50, 'Philippines': 42, 'Romania': 57, 'Russia': 50, 'San Marino': 42, 'Senegal': 43, 'Serbia': 50, 'Sierra Leone': 53, 'Slovenia': 50, 'Somalia': 43, 'Sweden': 50, 'Tokelau': 43, 'Transnistriaa': 43, 'Trinidad and Tobago': 42, 'Tunisia': 57, 'Ukraine': 43, 'United Arab Emirates': 50, 'United Kingdom and Crown dependencies etc.': 42, 'United States': 77, 'Vietnam': 43}"
Moldova,Moldova,True,100,{None}
Monaco,Monaco,True,100,{None}
Mongolia,Mongolia,True,100,{None}
Montenegro,Montenegro,True,100,{None}
Montserrat,Montenegro,False,71,"{'Algeria': 50, 'Andorra': 57, 'Austria': 46, 'Botswana': 50, 'Brazil': 44, 'Central African Republic': 50, 'Democratic Republic of the Congo': 44, 'Costa Rica': 43, 'Croatia': 60, 'Equatorial Guinea': 46, 'Eritrea': 55, 'Eswatini': 43, 'France': 44, 'Gabon': 50, 'Georgia': 50, 'Germany': 50, 'Haiti': 57, 'Honduras': 50, 'Indonesia': 44, 'Iran': 57, 'Iraq': 57, 'Israel': 50, 'Ivory Coast': 43, 'Jordan': 44, 'Kiribati': 55, 'North Korea': 43, 'South Korea': 43, 'Kuwait': 50, 'Laos': 50, 'Latvia': 50, 'Liberia': 50, 'Malta': 57, 'Mauritius': 43, 'Mexico': 50, 'Federated States of Micronesia': 50, 'Moldova': 44, 'Monaco': 67, 'Mongolia': 55, 'Montenegro': 71, 'Morocco': 44, 'Mozambique': 43, 'Netherlands': 44, 'Nigeria': 50, 'North Macedonia': 43, 'Northern Cyprusa': 47, 'Norway': 44, 'Papua New Guinea': 46, 'Peru': 50, 'Poland': 44, 'Qatar': 57, 'Senegal': 43, 'Serbia': 55, 'Sierra Leone': 50, 'South Ossetiaa': 50, 'Switzerland': 44, 'Syria': 50, 'Tonga': 50, 'Transnistriaa': 44, 'Tunisia': 43, 'United Arab Emirates': 50, 'United States': 50, 'Vanuatu': 44}"
Morocco,Morocco,True,100,{None}
Mozambique,Mozambique,True,100,{None}
Namibia,Namibia,True,100,{None}
Nauru,Nauru,True,100,{None}
Nepal,Nepal,True,100,{None}
Netherlands,Netherlands,True,100,{None}
New Caledonia,India,False,75,"{'Afghanistan': 43, 'Albania': 60, 'Algeria': 57, 'Andorra': 50, 'Angola': 44, 'Argentina': 53, 'Armenia': 62, 'Australia': 47, 'Austria': 44, 'Benin': 60, 'Bolivia': 55, 'Bosnia and Herzegovina': 43, 'Botswana': 50, 'Brunei': 44, 'Cambodia': 50, 'Cameroon': 62, 'Canada': 50, 'Cape Verde': 42, 'Central African Republic': 42, 'Chad': 50, 'Chile': 60, 'China': 57, 'Colombia': 53, 'Democratic Republic of the Congo': 50, 'Republic of the Congo': 50, 'Costa Rica': 43, 'Croatia': 55, 'Cuba': 50, 'Denmark': 46, 'Dominica': 67, 'Ecuador': 43, 'El Salvador': 48, 'Eritrea': 44, 'Estonia': 73, 'Ethiopia': 50, 'Finland': 44, 'Gabon': 44, 'Gambia': 50, 'Georgia': 62, 'Ghana': 50, 'Grenada': 46, 'Guinea': 50, 'Guyana': 44, 'Honduras': 50, 'India': 75, 'Indonesia': 71, 'Jamaica': 44, 'Kenya': 50, 'Latvia': 50, 'Lebanon': 46, 'Liberia': 46, 'Libya': 57, 'Lithuania': 50, 'Malaysia': 50, 'Maldives': 50, 'Mali': 50, 'Mauritania': 46, 'Federated States of Micronesia': 42, 'Moldova': 57, 'Monaco': 60, 'Mongolia': 67, 'Namibia': 44, 'Nepal': 57, 'New Zealand': 70, 'Niger': 57, 'Nigeria': 46, 'Niue': 67, 'North Macedonia': 70, 'Norway': 50, 'Palestine': 47, 'Panama': 44, 'Papua New Guinea': 52, 'Romania': 73, 'Russia': 50, 'Rwanda': 44, 'Saint Lucia': 43, 'Samoa': 44, 'Senegal': 46, 'Serbia': 50, 'Sierra Leone': 43, 'Slovakia': 53, 'Slovenia': 67, 'Somalia': 55, 'Somalilanda': 42, 'Sweden': 50, 'Syria': 57, 'Taiwan': 50, 'Tanzania': 55, 'Tonga': 67, 'Trinidad and Tobago': 42, 'Tunisia': 60, 'Turkmenistan': 44, 'Uganda': 44, 'United Kingdom and Crown dependencies etc.': 46, 'Vietnam': 46, 'Zambia': 50}"
New Zealand,New Zealand,True,100,{None}
Nicaragua,Nicaragua,True,100,{None}
Niger,Niger,True,100,{None}
Nigeria,Niger,True,100,{None}
Niue,Niue,True,100,{None}
Norfolk Island,Norfolk Island,True,100,{None}
North Macedonia,North Macedonia,True,100,{None}
Northern Mariana Islands,Cook Islands,False,80,"{'Abkhaziaa': 44, 'Afghanistan': 45, 'Albania': 50, 'Algeria': 43, 'Andorra': 43, 'Antigua and Barbuda': 41, 'Argentina': 44, 'Armenia': 43, 'Artsakha': 46, 'Australia': 44, 'Austria': 43, 'Azerbaijan': 60, 'Bahamas': 43, 'Bahrain': 57, 'Bangladesh': 57, 'Barbados': 50, 'Belarus': 50, 'Bosnia and Herzegovina': 42, 'Botswana': 43, 'Bulgaria': 50, 'Burkina Faso': 50, 'Burundi': 43, 'Canada': 60, 'Central African Republic': 42, 'Chad': 50, 'China': 60, 'Christmas Island': 69, 'Cocos (Keeling) Islands': 57, 'Cook Islands': 80, 'Croatia': 43, 'Denmark': 57, 'El Salvador': 42, 'Eritrea': 46, 'Estonia': 43, 'Eswatini': 43, 'Finland': 67, 'France': 50, 'Gabon': 44, 'Gambia': 50, 'Georgia': 43, 'Germany': 43, 'Ghana': 60, 'Grenada': 43, 'Guatemala': 44, 'Guinea': 50, 'Guyana': 50, 'Honduras': 55, 'Hungary': 43, 'Iceland': 71, 'India': 50, 'Indonesia': 50, 'Iran': 75, 'Iraq': 50, 'Ireland': 71, 'Israel': 50, 'Jamaica': 43, 'Japan': 60, 'Jordan': 50, 'Kazakhstan': 50, 'North Korea': 71, 'South Korea': 47, 'Laos': 50, 'Latvia': 50, 'Lesotho': 50, 'Liberia': 43, 'Lithuania': 44, 'Madagascar': 50, 'Malawi': 50, 'Malaysia': 50, 'Maldives': 50, 'Mali': 75, 'Malta': 60, 'Sovereign Military Order of Maltaa': 45, 'Marshall Islands': 77, 'Mauritania': 70, 'Mauritius': 44, 'Montenegro': 47, 'Namibia': 43, 'Nauru': 50, 'Netherlands': 63, 'New Zealand': 53, 'Nicaragua': 44, 'Niger': 50, 'Nigeria': 43, 'Norfolk Island': 64, 'North Macedonia': 69, 'Northern Cyprusa': 74, 'Norway': 67, 'Oman': 50, 'Pakistan': 50, 'Panama': 50, 'Paraguay': 50, 'Peru': 50, 'Poland': 73, 'Portugal': 50, 'Romania': 43, 'Rwanda': 60, 'Saint Kitts and Nevis': 51, 'Saint Lucia': 45, 'Saint Vincent and the Grenadines': 47, 'San Marino': 70, 'Senegal': 43, 'Serbia': 50, 'Sierra Leone': 42, 'Solomon Islands': 72, 'Somalia': 43, 'Somalilanda': 50, 'South Africa': 50, 'South Ossetiaa': 43, 'South Sudan': 45, 'Spain': 60, 'Sri Lanka': 56, 'Sudan': 44, 'Suriname': 50, 'Switzerland': 50, 'Syria': 60, 'Taiwan': 67, 'Tajikistan': 42, 'Tanzania': 50, 'Thailand': 62, 'Transnistriaa': 46, 'Trinidad and Tobago': 50, 'Tunisia': 43, 'Turkmenistan': 42, 'Uganda': 60, 'Ukraine': 43, 'United Kingdom and Crown dependencies etc.': 43, 'Vanuatu': 43, 'Vatican City': 42, 'Vietnam': 43, 'Zambia': 50}"
Norway,Norway,True,100,{None}
Oman,Oman,True,100,{None}
Pakistan,Pakistan,True,100,{None}
Palau,Palau,True,100,{None}
Panama,Panama,True,100,{None}
Papua New Guinea,Guinea,True,100,{None}
Paraguay,Paraguay,True,100,{None}
Peru,Peru,True,100,{None}
Philippines,Philippines,True,100,{None}
Pitcairn Islands,Cook Islands,False,80,"{'Afghanistan': 45, 'Albania': 50, 'Angola': 50, 'Antigua and Barbuda': 44, 'Armenia': 43, 'Bahrain': 43, 'Bangladesh': 57, 'Barbados': 50, 'Belarus': 50, 'Bhutan': 50, 'Bosnia and Herzegovina': 46, 'Botswana': 43, 'Burkina Faso': 45, 'Canada': 60, 'Central African Republic': 41, 'Chad': 50, 'Christmas Island': 69, 'Cocos (Keeling) Islands': 71, 'Cook Islands': 80, 'Djibouti': 43, 'Dominica': 46, 'Dominican Republic': 41, 'Ecuador': 43, 'El Salvador': 42, 'Eritrea': 50, 'Eswatini': 43, 'Finland': 67, 'Gabon': 44, 'Ghana': 44, 'Grenada': 43, 'Haiti': 60, 'Honduras': 55, 'Iceland': 71, 'India': 50, 'Indonesia': 50, 'Iran': 50, 'Iraq': 50, 'Ireland': 71, 'Israel': 50, 'Jamaica': 50, 'Japan': 44, 'Kiribati': 43, 'Kuwait': 44, 'Laos': 50, 'Lithuania': 53, 'Madagascar': 43, 'Malaysia': 46, 'Maldives': 50, 'Mali': 50, 'Marshall Islands': 71, 'Mauritania': 50, 'Federated States of Micronesia': 48, 'Netherlands': 62, 'New Zealand': 53, 'Nicaragua': 50, 'Norfolk Island': 67, 'Northern Cyprusa': 41, 'Oman': 50, 'Pakistan': 62, 'Palestine': 47, 'Philippines': 45, 'Poland': 73, 'Portugal': 46, 'Qatar': 60, 'Rwanda': 60, 'Saint Kitts and Nevis': 52, 'Saint Lucia': 50, 'Saint Vincent and the Grenadines': 50, 'San Marino': 50, 'Solomon Islands': 75, 'Somalilanda': 55, 'Spain': 60, 'Sri Lanka': 44, 'Sudan': 44, 'Switzerland': 55, 'Taiwan': 50, 'Tajikistan': 50, 'Thailand': 62, 'Transnistriaa': 43, 'Trinidad and Tobago': 43, 'Tunisia': 43, 'Turkmenistan': 45, 'Uganda': 60, 'Ukraine': 43, 'United Kingdom and Crown dependencies etc.': 50, 'Uzbekistan': 44, 'Vatican City': 48, 'Vietnam': 50}"
Poland,Poland,True,100,{None}
Portugal,Portugal,True,100,{None}
